"","hh_ID","ind_ID","female","age","trip_ID","trip_distance","trip_time","trip_main_mode","weight_trip","trip_purpose"
"454",29947,1754,0,48,6,2.929,20,"Car",804.359417,0
"455",29947,1755,0,15,1,1.192,25,"Walk",804.359417,0
"456",29947,1755,0,15,2,1.192,20,"Walk",804.359417,0
"457",29948,334,0,52,1,0.894,10,"Motorcycle",804.359417,0
"458",29948,334,0,52,2,0.894,10,"Motorcycle",804.359417,1
"459",29948,334,0,52,3,1.04,10,"Motorcycle",804.359417,1
"460",29948,334,0,52,4,1.04,10,"Motorcycle",804.359417,1
"461",29948,334,0,52,5,2.513,15,"Motorcycle",804.359417,0
"462",29948,334,0,52,6,2.513,15,"Motorcycle",804.359417,0
"464",29948,336,1,21,1,0.894,10,"Motorcycle",804.359417,0
"465",29948,336,1,21,2,0.894,10,"Motorcycle",804.359417,1
"466",29948,336,1,21,3,1.04,15,"Motorcycle",804.359417,1
"467",29948,336,1,21,4,1.04,10,"Motorcycle",804.359417,1
"468",29948,336,1,21,5,0.894,10,"Motorcycle",804.359417,0
"469",29948,336,1,21,6,0.894,10,"Motorcycle",804.359417,0
"470",29948,337,1,14,1,0.411,10,"Walk",804.359417,0
"471",29948,337,1,14,2,0.411,10,"Walk",804.359417,0
"472",29950,341,0,55,1,12.927,18,"Car",804.359417,1
"473",29950,341,0,55,2,12.927,18,"Car",804.359417,1
"474",29950,341,0,55,3,0.866,10,"Car",804.359417,1
"475",29950,341,0,55,4,0.866,10,"Car",804.359417,1
"476",29950,342,1,45,1,1.03,15,"Walk",804.359417,1
"477",29950,342,1,45,2,1.03,15,"Walk",804.359417,1
"478",29950,343,0,13,1,0.548,5,"Walk",804.359417,0
"479",29950,343,0,13,2,0.551,5,"Walk",804.359417,0
"480",29951,353,0,28,1,0.314,30,"Walk",804.359417,1
"481",29951,353,0,28,2,0.314,20,"Bicycle",804.359417,1
"482",29951,353,0,28,3,0.314,20,"Bicycle",804.359417,1
"483",29951,353,0,28,4,0.314,30,"Walk",804.359417,1
"484",29951,354,1,25,1,1.406,15,"Walk",804.359417,0
"485",29951,354,1,25,2,1.069,15,"Walk",804.359417,0
"486",29951,354,1,25,3,1.406,15,"Walk",804.359417,0
"487",29951,354,1,25,4,1.406,10,"Walk",804.359417,0
"488",29951,355,0,4,1,1.406,15,"Walk",804.359417,0
"489",29951,355,0,4,2,1.406,10,"Walk",804.359417,0
"490",29951,356,1,26,1,1.17,15,"Walk",804.359417,1
"491",29951,356,1,26,2,1.061,20,"Walk",804.359417,0
"492",29951,356,1,26,3,1.061,20,"Walk",804.359417,1
"493",29951,356,1,26,4,1.17,15,"Walk",804.359417,1
"494",30301,6549,1,50,1,0.002,1,"Walk",804.359417,1
"495",30301,6549,1,50,2,0.002,2,"Walk",804.359417,1
"496",30301,6549,1,50,3,0.002,1,"Walk",804.359417,1
"497",30301,6549,1,50,4,0.002,2,"Walk",804.359417,1
"498",30301,6550,0,50,1,0.002,1,"Walk",804.359417,1
"499",30301,6550,0,50,2,0.002,2,"Walk",804.359417,1
"500",30301,6550,0,50,3,0.002,1,"Walk",804.359417,1
"501",30301,6550,0,50,4,0.002,2,"Walk",804.359417,1
"502",30309,5047,0,51,1,0.113,5,"Car",804.359417,1
"503",30309,5047,0,51,2,0.113,5,"Car",804.359417,1
"505",30311,6080,1,53,1,11.362,120,"Omnibus",804.359417,1
"506",30311,6080,1,53,2,11.362,110,"Omnibus",804.359417,1
"509",32078,4444,1,37,1,0.673,15,"Walk",804.359417,0
"510",32078,4444,1,37,2,0.673,10,"Walk",804.359417,0
"511",32078,4444,1,37,3,1.415,15,"Metro",716.40146,0
"512",32078,4444,1,37,4,1.415,11,"Metro",716.40146,0
"513",32078,4445,0,12,1,0.673,15,"Walk",804.359417,0
"514",32078,4445,0,12,2,0.673,40,"Walk",804.359417,0
"516",30083,1509,1,39,1,7.757,75,"Metro",716.40146,1
"517",30083,1509,1,39,2,0.194,5,"Walk",804.359417,0
"518",30083,1509,1,39,3,0.194,5,"Walk",804.359417,1
"519",30083,1509,1,39,4,7.757,51,"Metro",716.40146,1
"520",30083,1510,1,15,1,7.644,73,"Metro",716.40146,0
"521",30083,1510,1,15,2,0.24,5,"Walk",804.359417,0
"522",30083,1510,1,15,3,0.194,5,"Walk",804.359417,1
"523",30083,1510,1,15,4,7.757,51,"Metro",716.40146,1
"524",30084,577,0,35,1,1.95,15,"Bicycle",804.359417,1
"525",30084,577,0,35,2,1.95,15,"Bicycle",804.359417,1
"526",30084,578,1,32,1,8.295,50,"Metro",716.40146,1
"527",30084,578,1,32,2,0.691,4,"Walk",804.359417,0
"528",30084,578,1,32,3,0.691,60,"Walk",804.359417,1
"529",30084,578,1,32,4,8.295,65,"Metro",716.40146,1
"530",30085,1468,0,52,1,9.031,50,"Metro",716.40146,1
"531",30085,1468,0,52,2,9.031,40,"Metro",716.40146,1
"532",30085,1469,0,12,1,0.566,6,"Walk",804.359417,0
"533",30085,1469,0,12,2,0.566,10,"Walk",804.359417,0
"534",30089,1457,0,34,1,0.815,10,"Walk",804.359417,1
"535",30089,1457,0,34,2,0.815,8,"Walk",804.359417,1
"538",30090,1840,0,38,1,8.417,80,"Omnibus",804.359417,1
"539",30090,1840,0,38,2,8.417,98,"Omnibus",804.359417,1
"540",30090,1841,1,30,1,1.265,10,"Car",804.359417,1
"541",30090,1841,1,30,2,1.265,10,"Car",804.359417,1
"542",30090,1842,1,7,1,0.035,3,"Walk",804.359417,0
"543",30090,1842,1,7,2,0.035,3,"Walk",804.359417,0
"544",30490,13629,1,61,1,3.616,45,"Omnibus",804.359417,0
"545",30490,13629,1,61,2,3.616,45,"Omnibus",804.359417,0
"547",30490,13631,1,24,1,4.299,60,"Omnibus",804.359417,1
"548",30490,13631,1,24,2,4.299,80,"Omnibus",804.359417,1
"554",30497,13678,1,29,1,3.094,45,"Omnibus",804.359417,0
"555",30497,13678,1,29,2,3.566,40,"Omnibus",804.359417,0
"556",30497,13678,1,29,3,0.498,10,"Walk",804.359417,0
"558",30497,13680,1,9,1,0.904,10,"Car",804.359417,0
"559",30497,13681,0,4,1,3.094,45,"Omnibus",804.359417,0
"560",30497,13681,0,4,2,3.566,40,"Omnibus",804.359417,0
"561",30497,13681,0,4,3,0.498,10,"Walk",804.359417,0
"562",30499,6555,0,26,1,1.82,30,"Bicycle",804.359417,1
"563",30499,6555,0,26,2,1.82,30,"Bicycle",804.359417,1
"564",30499,6556,1,41,1,1.918,20,"Omnibus",804.359417,0
"565",30499,6556,1,41,2,0.175,5,"Walk",804.359417,0
"566",30499,6556,1,41,3,0.175,5,"Walk",804.359417,0
"567",30499,6556,1,41,4,1.918,20,"Omnibus",804.359417,0
"568",30499,6557,1,3,1,1.918,20,"Omnibus",804.359417,0
"569",30499,6557,1,3,2,1.918,20,"Omnibus",804.359417,0
"570",30312,5252,0,42,1,15.471,45,"Walk",804.359417,1
"571",30312,5252,0,42,2,15.471,45,"Walk",804.359417,1
"572",30312,5253,1,44,1,0.726,15,"Walk",804.359417,1
"573",30312,5253,1,44,2,0.726,15,"Walk",804.359417,1
"574",30312,5253,1,44,3,0.726,15,"Walk",804.359417,1
"575",30312,5253,1,44,4,0.726,15,"Walk",804.359417,1
"576",30312,5254,1,18,1,0.102,5,"Walk",804.359417,1
"577",30312,5254,1,18,2,0.102,5,"Walk",804.359417,1
"578",30312,5254,1,18,3,0.102,5,"Walk",804.359417,1
"579",30312,5255,0,15,1,0.102,5,"Walk",804.359417,1
"580",30312,5255,0,15,2,0.102,5,"Walk",804.359417,1
"581",30312,5255,0,15,3,0.102,5,"Walk",804.359417,1
"583",29956,513,0,23,1,0.195,5,"Walk",804.359417,1
"584",29956,513,0,23,2,0.888,15,"Walk",804.359417,1
"585",29956,513,0,23,3,1.696,10,"Car",804.359417,0
"586",29956,513,0,23,4,1.696,10,"Car",804.359417,0
"587",29956,514,1,22,1,1.696,40,"Walk",804.359417,0
"588",29956,514,1,22,2,1.696,10,"Car",804.359417,0
"589",30316,5236,0,37,1,1.511,15,"Car",804.359417,1
"590",30316,5236,0,37,2,1.511,15,"Car",804.359417,1
"591",30316,5236,0,37,3,2.585,25,"Car",804.359417,0
"592",30316,5236,0,37,4,2.585,10,"Car",804.359417,0
"593",30316,5237,1,27,1,1.511,15,"Car",804.359417,1
"594",30316,5237,1,27,2,1.511,15,"Car",804.359417,1
"595",30316,5237,1,27,3,2.585,25,"Car",804.359417,0
"596",30316,5237,1,27,4,2.585,10,"Car",804.359417,0
"597",30317,11458,0,54,1,6.543,40,"Car",804.359417,1
"598",30317,11458,0,54,2,6.543,45,"Car",804.359417,1
"599",30317,11459,1,32,1,14.994,70,"Metro",716.40146,1
"600",30317,11459,1,32,2,14.994,105,"Metro",716.40146,1
"601",30317,11460,0,5,1,2.046,40,"Bus",804.359417,0
"602",30317,11460,0,5,2,2.046,45,"Bus",804.359417,0
"603",30318,6496,0,55,1,16.776,120,"Omnibus",804.359417,1
"604",30318,6496,0,55,2,16.776,90,"Omnibus",804.359417,1
"606",30318,6498,1,28,1,15.911,90,"Omnibus",804.359417,1
"607",30318,6498,1,28,2,15.911,150,"Omnibus",804.359417,1
"608",30320,6636,0,63,1,5.227,90,"Omnibus",804.359417,1
"609",30320,6636,0,63,2,5.227,120,"Omnibus",804.359417,1
"610",30320,6636,0,63,3,0.636,10,"Car",804.359417,0
"611",30320,6636,0,63,4,0.636,10,"Car",804.359417,0
"613",30320,6638,0,24,1,1.99,30,"Omnibus",804.359417,1
"614",30320,6638,0,24,2,11.534,60,"Omnibus",804.359417,0
"615",30320,6638,0,24,3,13.322,60,"Metro",716.40146,0
"617",32185,23691,0,68,1,0.863,30,"Walk",804.359417,1
"618",32185,23691,0,68,2,0.863,30,"Walk",804.359417,1
"620",32185,23693,0,35,1,1.196,20,"Motorcycle",804.359417,1
"621",32185,23693,0,35,2,1.196,10,"Motorcycle",804.359417,1
"622",32211,12352,0,41,1,9.02,20,"Car",804.359417,1
"623",32211,12352,0,41,2,9.02,30,"Car",804.359417,1
"624",32211,12353,1,50,1,4.313,20,"Car",804.359417,1
"625",32211,12353,1,50,2,4.313,30,"Car",804.359417,1
"626",32211,12354,0,30,1,10.966,45,"Metro",716.40146,1
"627",32211,12354,0,30,2,10.966,60,"Metro",716.40146,1
"628",29963,365,1,43,1,3.989,65,"Omnibus",804.359417,1
"629",29963,365,1,43,2,3.989,60,"Metro",716.40146,1
"630",29963,366,0,9,1,2.278,50,"Bus",804.359417,0
"631",29963,366,0,9,2,2.278,25,"Bus",804.359417,0
"632",29964,367,1,69,1,0.891,30,"Walk",804.359417,0
"633",29964,367,1,69,2,0.891,30,"Walk",804.359417,0
"635",29966,372,0,16,1,1.915,30,"Metro",716.40146,0
"636",29966,372,0,16,2,7.623,50,"Metro",716.40146,0
"637",29966,372,0,16,3,6.042,40,"Metro",716.40146,0
"638",29967,510,0,29,1,0.816,5,"Car",804.359417,1
"639",29967,510,0,29,2,0.816,6,"Car",804.359417,1
"640",29967,510,0,29,3,0.816,8,"Car",804.359417,1
"641",29967,510,0,29,4,0.816,8,"Car",804.359417,1
"643",29968,515,0,44,1,0.002,1,"Walk",804.359417,1
"644",29968,515,0,44,2,2.301,15,"Car",804.359417,0
"645",29968,515,0,44,3,2.301,9,"Car",804.359417,1
"646",29968,515,0,44,4,2.301,10,"Car",804.359417,0
"647",29968,515,0,44,5,2.301,14,"Car",804.359417,1
"648",29968,515,0,44,6,0.002,1,"Walk",804.359417,1
"649",29968,516,1,30,1,0.002,1,"Walk",804.359417,1
"650",29968,516,1,30,2,0.002,1,"Walk",804.359417,1
"651",29968,517,1,8,1,0.002,1,"Walk",804.359417,1
"652",29968,517,1,8,2,2.301,15,"Car",804.359417,0
"653",29968,517,1,8,3,2.301,14,"Car",804.359417,1
"654",29968,517,1,8,4,0.002,1,"Walk",804.359417,1
"657",30324,5233,0,52,1,8.217,55,"Car",804.359417,1
"658",30324,5233,0,52,2,11.531,20,"Car",804.359417,1
"659",30324,5233,0,52,3,17.243,190,"Car",804.359417,1
"661",30324,5235,0,24,1,8.217,55,"Car",804.359417,1
"662",30324,5235,0,24,2,8.217,110,"Omnibus",804.359417,1
"663",29969,518,0,63,1,6.784,35,"Car",804.359417,1
"664",29969,518,0,63,2,6.784,60,"Car",804.359417,1
"666",29969,520,0,40,1,1.973,20,"Omnibus",804.359417,0
"667",29969,520,0,40,2,1.973,20,"Omnibus",804.359417,0
"669",29970,522,1,67,1,5.129,30,"Metro",716.40146,0
"670",29970,522,1,67,2,4.159,12,"Metro",716.40146,0
"671",29970,522,1,67,3,1.496,15,"Omnibus",804.359417,0
"672",29971,528,0,36,1,0.671,15,"Walk",804.359417,1
"673",29971,528,0,36,2,0.671,15,"Walk",804.359417,1
"675",29972,1450,0,38,1,1.179,10,"Car",804.359417,1
"676",29972,1450,0,38,2,0.076,5,"Walk",804.359417,0
"677",29972,1450,0,38,3,0.076,5,"Walk",804.359417,1
"678",29972,1450,0,38,4,1.179,11,"Car",804.359417,1
"679",29972,1451,1,37,1,10.105,55,"Omnibus",804.359417,1
"680",29972,1451,1,37,2,10.105,100,"Omnibus",804.359417,1
"682",29974,531,0,36,1,0.022,10,"Walk",804.359417,1
"683",29974,531,0,36,2,0.022,10,"Walk",804.359417,1
"684",29974,531,0,36,3,0.022,11,"Walk",804.359417,1
"685",29974,531,0,36,4,0.022,10,"Walk",804.359417,1
"686",29974,532,0,32,1,0.337,5,"Walk",804.359417,1
"687",29974,532,0,32,2,0.337,4,"Walk",804.359417,1
"688",29974,532,0,32,3,0.337,5,"Walk",804.359417,1
"689",29974,532,0,32,4,0.337,4,"Walk",804.359417,1
"691",29976,1746,1,80,1,0.209,10,"Car",804.359417,0
"692",29976,1746,1,80,2,0.209,12,"Car",804.359417,0
"693",29976,1747,1,36,1,0.209,10,"Car",804.359417,0
"694",29976,1747,1,36,2,6.832,39,"Car",804.359417,1
"695",29976,1747,1,36,3,0.164,5,"Walk",804.359417,0
"696",29976,1747,1,36,4,0.164,5,"Walk",804.359417,1
"697",29976,1747,1,36,5,6.887,40,"Car",804.359417,1
"698",29976,1748,1,5,1,0.209,10,"Car",804.359417,0
"699",29976,1748,1,5,2,0.209,12,"Car",804.359417,0
"700",29977,1447,0,87,1,0.826,10,"Walk",804.359417,0
"701",29977,1447,0,87,2,0.826,10,"Walk",804.359417,0
"703",29979,539,0,33,1,2.237,40,"Omnibus",804.359417,1
"704",29979,539,0,33,2,0.015,5,"Walk",804.359417,0
"705",29979,539,0,33,3,0.015,5,"Walk",804.359417,1
"706",29979,539,0,33,4,2.237,60,"Omnibus",804.359417,1
"707",29979,540,1,33,1,2.635,40,"Omnibus",804.359417,1
"708",29979,540,1,33,2,2.635,40,"Omnibus",804.359417,1
"709",29979,541,1,12,1,1.852,15,"Bus",804.359417,0
"710",29979,541,1,12,2,1.852,75,"Bus",804.359417,0
"711",29981,1769,1,35,1,2.748,45,"Metro",716.40146,1
"712",29981,1769,1,35,2,0.393,5,"Walk",804.359417,0
"713",29981,1769,1,35,3,0.393,5,"Walk",804.359417,1
"714",29981,1769,1,35,4,2.748,50,"Metro",716.40146,1
"715",29981,1770,0,16,1,1.412,20,"Metro",716.40146,0
"716",29981,1770,0,16,2,2.127,60,"Metro",716.40146,0
"717",29981,1770,0,16,3,1.949,25,"Omnibus",804.359417,0
"718",29981,1771,0,5,1,0.214,10,"Walk",804.359417,0
"719",29981,1771,0,5,2,0.214,5,"Walk",804.359417,0
"720",30336,23141,1,53,1,4.266,60,"Omnibus",804.359417,1
"721",30336,23141,1,53,2,4.266,60,"Omnibus",804.359417,1
"722",30336,23142,1,29,1,6.091,70,"Omnibus",804.359417,1
"723",30336,23142,1,29,2,6.091,90,"Omnibus",804.359417,1
"724",30336,23143,0,28,1,4.145,20,"Car",804.359417,1
"725",30336,23143,0,28,2,4.145,30,"Car",804.359417,1
"726",30336,23144,1,13,1,3.962,25,"Bus",804.359417,0
"727",30336,23144,1,13,2,3.962,30,"Bus",804.359417,0
"728",30337,6375,1,42,1,3.05,30,"Taxi",804.359417,0
"729",30337,6375,1,42,2,3.05,60,"Omnibus",804.359417,0
"730",30337,6376,0,19,1,3.05,30,"Taxi",804.359417,0
"731",30337,6376,0,19,2,3.05,60,"Omnibus",804.359417,0
"732",29983,1504,0,29,1,5.669,20,"Car",804.359417,1
"733",29983,1504,0,29,2,9.781,30,"Car",804.359417,0
"734",29983,1504,0,29,3,9.781,30,"Car",804.359417,1
"735",29983,1504,0,29,4,5.669,30,"Car",804.359417,1
"736",29983,1505,1,25,1,5.669,20,"Car",804.359417,0
"737",29983,1505,1,25,2,9.781,30,"Car",804.359417,0
"738",29983,1505,1,25,3,9.781,30,"Car",804.359417,1
"739",29983,1505,1,25,4,5.669,30,"Car",804.359417,1
"740",29984,549,0,62,1,3.576,10,"Car",804.359417,0
"741",29984,549,0,62,2,3.576,10,"Car",804.359417,0
"743",29985,551,1,71,1,5.518,40,"Omnibus",804.359417,0
"744",29985,551,1,71,2,5.518,20,"Omnibus",804.359417,0
"745",29986,20229,0,48,1,2.794,65,"Omnibus",804.359417,0
"746",29986,20229,0,48,2,1.703,30,"Metro",716.40146,0
"747",29986,20229,0,48,3,3.774,30,"Metro",716.40146,0
"748",29989,1749,0,28,1,4.091,25,"Bicycle",804.359417,1
"749",29989,1749,0,28,2,4.434,30,"Bicycle",804.359417,0
"750",29989,1749,0,28,3,1.002,10,"Bicycle",804.359417,0
"751",29989,1749,0,28,4,2.646,30,"Bicycle",804.359417,0
"752",29989,1749,0,28,5,2.646,30,"Bicycle",804.359417,0
"753",29989,1750,1,23,1,0.497,5,"Walk",804.359417,1
"754",29989,1750,1,23,2,0.497,5,"Walk",804.359417,1
"755",29989,1750,1,23,3,1.002,15,"Walk",804.359417,0
"756",29989,1750,1,23,4,1.002,15,"Walk",804.359417,0
"757",29990,1474,0,46,1,3.935,35,"Omnibus",804.359417,1
"758",29990,1474,0,46,2,4.345,60,"Metro",716.40146,1
"759",29990,1474,0,46,3,2.591,75,"Omnibus",804.359417,0
"760",29990,1474,0,46,4,0.493,35,"Walk",804.359417,0
"761",29990,1475,1,51,1,2.254,60,"Omnibus",804.359417,1
"762",29990,1475,1,51,2,2.591,75,"Omnibus",804.359417,0
"763",29990,1475,1,51,3,0.493,35,"Walk",804.359417,0
"764",29990,1476,0,30,1,10.009,110,"Metro",716.40146,1
"765",29990,1476,0,30,2,10.009,20,"Metro",716.40146,1
"767",30345,8484,0,61,1,6.313,60,"Omnibus",804.359417,1
"768",30345,8484,0,61,2,6.313,70,"Omnibus",804.359417,1
"770",30345,8486,0,25,1,5.778,30,"Omnibus",804.359417,1
"771",30345,8486,0,25,2,5.778,60,"Omnibus",804.359417,1
"772",30346,6576,1,54,1,3.783,15,"Walk",804.359417,1
"773",30346,6576,1,54,2,3.783,15,"Walk",804.359417,1
"774",30346,6576,1,54,3,3.783,15,"Walk",804.359417,1
"775",30346,6576,1,54,4,3.783,15,"Walk",804.359417,1
"777",30348,12597,0,60,1,5.335,25,"Car",804.359417,1
"778",30348,12597,0,60,2,5.335,90,"Metro",716.40146,1
"779",30348,12598,1,56,1,5.335,25,"Car",804.359417,1
"780",30348,12598,1,56,2,3.332,20,"Car",804.359417,1
"781",30348,12598,1,56,3,3.782,25,"Car",804.359417,1
"783",30348,12600,1,27,1,5.335,25,"Car",804.359417,1
"784",30348,12600,1,27,2,3.332,20,"Car",804.359417,1
"785",30348,12600,1,27,3,3.782,70,"Omnibus",804.359417,1
"787",30349,23333,0,42,1,4.791,30,"Metro",716.40146,1
"788",30349,23333,0,42,2,4.791,40,"Metro",716.40146,1
"790",30354,18154,0,32,1,2.842,20,"Car",804.359417,1
"791",30354,18154,0,32,2,3.233,60,"Car",804.359417,0
"792",30354,18154,0,32,3,4.391,25,"Car",804.359417,0
"795",30040,12144,0,21,1,0.306,20,"Walk",804.359417,1
"796",30040,12144,0,21,2,0.306,20,"Walk",804.359417,1
"797",30040,12145,1,18,1,0.216,30,"Walk",804.359417,1
"798",30040,12145,1,18,2,0.216,30,"Walk",804.359417,1
"799",30040,12146,1,34,1,6.473,50,"Omnibus",804.359417,1
"800",30040,12146,1,34,2,6.473,60,"Omnibus",804.359417,1
"801",30040,12147,0,34,1,1.567,40,"Walk",804.359417,1
"802",30040,12147,0,34,2,1.567,40,"Walk",804.359417,1
"803",30040,12148,0,13,1,0.126,10,"Walk",804.359417,0
"804",30040,12148,0,13,2,0.126,10,"Walk",804.359417,0
"805",30042,585,0,47,1,11.683,100,"Car",804.359417,0
"806",30042,585,0,47,2,11.019,120,"Car",804.359417,0
"807",30042,585,0,47,3,1.369,15,"Car",804.359417,0
"808",30042,585,0,47,4,1.369,15,"Car",804.359417,0
"809",30042,585,0,47,5,1.11,15,"Car",804.359417,0
"810",30042,585,0,47,6,10.088,50,"Car",804.359417,1
"811",30042,585,0,47,7,10.088,40,"Car",804.359417,1
"812",30042,586,1,37,1,10.088,90,"Omnibus",804.359417,1
"813",30042,586,1,37,2,10.088,40,"Car",804.359417,1
"814",30042,587,1,17,1,0.516,15,"Walk",804.359417,1
"815",30042,587,1,17,2,0.516,15,"Walk",804.359417,1
"816",30042,587,1,17,3,0.516,15,"Walk",804.359417,1
"817",30042,587,1,17,4,0.516,15,"Walk",804.359417,1
"818",30042,587,1,17,5,0.717,10,"Walk",804.359417,0
"819",30042,587,1,17,6,0.717,10,"Walk",804.359417,0
"820",30042,588,0,5,1,11.683,100,"Car",804.359417,0
"821",30042,588,0,5,2,11.019,120,"Car",804.359417,0
"822",30042,588,0,5,3,1.11,15,"Car",804.359417,0
"823",30042,588,0,5,4,10.088,50,"Car",804.359417,1
"824",30042,588,0,5,5,10.088,40,"Car",804.359417,1
"825",30043,8024,0,38,1,3.467,60,"Car",804.359417,1
"826",30043,8024,0,38,2,7.915,60,"Car",804.359417,0
"827",30043,8024,0,38,3,10.387,90,"Car",804.359417,0
"828",30043,8024,0,38,4,0.418,5,"Car",804.359417,0
"829",30043,8024,0,38,5,0.418,5,"Car",804.359417,0
"830",30044,17971,1,35,1,1.654,15,"Car",804.359417,0
"831",30044,17971,1,35,2,5.729,60,"Car",804.359417,1
"832",30044,17971,1,35,3,0.097,5,"Walk",804.359417,0
"833",30044,17971,1,35,4,0.097,10,"Walk",804.359417,1
"834",30044,17971,1,35,5,5.729,75,"Car",804.359417,0
"835",30044,17971,1,35,6,1.654,15,"Car",804.359417,0
"836",30045,1461,0,30,1,2.83,15,"Car",804.359417,0
"837",30045,1461,0,30,2,12.763,50,"Car",804.359417,1
"839",30046,580,1,38,1,1.117,30,"Walk",804.359417,0
"840",30046,580,1,38,2,4.565,55,"Omnibus",804.359417,1
"841",30046,580,1,38,3,3.448,90,"Omnibus",804.359417,1
"842",30046,581,1,12,1,1.117,30,"Walk",804.359417,0
"843",30046,581,1,12,2,1.117,20,"Omnibus",804.359417,0
"844",30047,8080,0,51,1,2.248,20,"Omnibus",804.359417,1
"845",30047,8080,0,51,2,2.248,30,"Omnibus",804.359417,1
"846",30047,8081,1,49,1,3.661,30,"Metro",716.40146,1
"847",30047,8081,1,49,2,0.478,5,"Walk",804.359417,0
"848",30047,8081,1,49,3,0.478,5,"Walk",804.359417,1
"849",30047,8081,1,49,4,3.661,40,"Metro",716.40146,1
"850",30048,19785,0,32,1,0.913,10,"Car",804.359417,0
"851",30048,19785,0,32,2,0.913,10,"Car",804.359417,0
"852",30049,1460,0,45,1,1.029,20,"Car",804.359417,0
"853",30049,1460,0,45,2,0.395,5,"Walk",804.359417,1
"854",30049,1460,0,45,3,0.351,10,"Walk",804.359417,0
"855",30049,1460,0,45,4,0.351,10,"Walk",804.359417,1
"856",30049,1460,0,45,5,1.444,15,"Car",804.359417,0
"857",30049,1460,0,45,6,2.115,30,"Car",804.359417,0
"858",30050,8063,0,42,1,1.031,20,"Car",804.359417,1
"859",30050,8063,0,42,2,1.031,30,"Car",804.359417,1
"860",30050,8064,1,35,1,2.174,90,"Metro",716.40146,1
"861",30050,8064,1,35,2,0.461,10,"Walk",804.359417,0
"862",30050,8064,1,35,3,0.461,10,"Walk",804.359417,1
"863",30050,8064,1,35,4,2.162,15,"Car",804.359417,0
"864",30050,8064,1,35,5,3.14,30,"Car",804.359417,0
"866",30431,23133,1,42,1,0.827,10,"Walk",804.359417,1
"867",30431,23133,1,42,2,0.827,10,"Walk",804.359417,1
"868",30432,5647,0,64,1,2.071,30,"Omnibus",804.359417,1
"869",30432,5647,0,64,2,2.071,60,"Omnibus",804.359417,1
"872",30440,17543,0,50,1,13.336,30,"Car",804.359417,1
"873",30440,17543,0,50,2,13.336,90,"Car",804.359417,1
"874",30440,17544,1,20,1,9.454,60,"Metro",716.40146,0
"875",30440,17544,1,20,2,9.454,60,"Metro",716.40146,0
"876",30051,1464,1,34,1,3.865,90,"Car",804.359417,1
"877",30051,1464,1,34,2,0.343,15,"Walk",804.359417,0
"878",30051,1464,1,34,3,0.343,15,"Walk",804.359417,1
"879",30051,1464,1,34,4,3.865,75,"Car",804.359417,1
"881",30052,1516,1,28,1,3.525,60,"Metro",716.40146,1
"882",30052,1516,1,28,2,0.143,5,"Walk",804.359417,0
"883",30052,1516,1,28,3,0.143,5,"Walk",804.359417,1
"884",30052,1516,1,28,4,3.525,75,"Metro",716.40146,1
"885",30052,1516,1,28,5,2.086,20,"Omnibus",804.359417,0
"886",30052,1516,1,28,6,2.086,20,"Omnibus",804.359417,0
"887",30053,1743,1,67,1,11.607,75,"Omnibus",804.359417,1
"888",30053,1744,0,43,1,0.294,10,"Car",804.359417,1
"889",30053,1744,0,43,2,0.294,10,"Car",804.359417,1
"890",30053,1744,0,43,3,0.294,15,"Car",804.359417,1
"891",30053,1744,0,43,4,0.294,15,"Car",804.359417,1
"892",30053,1744,0,43,5,4.593,55,"Car",804.359417,1
"893",30053,1744,0,43,6,4.593,80,"Car",804.359417,1
"894",30053,1745,1,36,1,0.294,10,"Car",804.359417,1
"895",30053,1745,1,36,2,0.294,15,"Car",804.359417,1
"896",30056,8049,1,61,1,0.196,5,"Walk",804.359417,1
"897",30056,8049,1,61,2,0.67,5,"Car",804.359417,0
"898",30056,8049,1,61,3,0.801,15,"Walk",804.359417,0
"899",30056,8049,1,61,4,0.196,5,"Walk",804.359417,1
"900",30056,8049,1,61,5,0.196,5,"Walk",804.359417,1
"901",30056,8050,1,33,1,0.196,5,"Walk",804.359417,1
"902",30056,8050,1,33,2,0.196,5,"Walk",804.359417,1
"903",30056,8050,1,33,3,0.196,5,"Walk",804.359417,1
"904",30056,8050,1,33,4,0.196,5,"Walk",804.359417,1
"905",30057,1498,1,66,1,4.211,180,"Car",804.359417,1
"906",30057,1498,1,66,2,4.211,45,"Car",804.359417,1
"907",30061,1488,1,60,1,33.365,30,"Metro",716.40146,0
"908",30061,1488,1,60,2,33.365,30,"Metro",716.40146,0
"909",30061,1489,0,17,1,0.716,10,"Walk",804.359417,0
"910",30061,1489,0,17,2,0.716,10,"Walk",804.359417,0
"911",30061,1489,0,17,3,0.187,10,"Walk",804.359417,1
"912",30061,1489,0,17,4,0.187,10,"Walk",804.359417,1
"913",30451,19819,0,49,1,6.968,57,"Metro",716.40146,1
"914",30451,19819,0,49,2,6.968,20,"Car",804.359417,1
"915",30451,19820,1,35,1,10.87,60,"Car",804.359417,1
"916",30451,19820,1,35,2,10.87,90,"Car",804.359417,1
"917",30451,19820,1,35,3,6.968,60,"Car",804.359417,1
"918",30451,19820,1,35,4,6.968,20,"Car",804.359417,1
"921",30062,552,0,38,1,2.786,40,"Omnibus",804.359417,1
"922",30062,552,0,38,2,2.786,40,"Metro",716.40146,1
"923",30062,553,1,36,1,1.643,30,"Metro",716.40146,1
